,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6059,6060,15627854,Mai,707,Spain,Male,44,3,0.0,2,1,1,135077.01,0
6060,6061,15669253,Gibson,754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1
6062,6063,15574558,Gunter,718,Spain,Male,32,8,0.0,2,1,1,41399.33,0
6069,6070,15810775,Tsao,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0
6070,6071,15678173,Collee,629,Spain,Male,35,4,174588.8,2,0,1,158420.14,0
6071,6072,15665222,Lettiere,625,Spain,Male,52,8,121161.57,1,1,0,48988.28,0
6080,6081,15725945,Nweke,659,Spain,Female,42,2,0.0,1,0,0,162734.31,1
6086,6087,15735025,Clark,535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0
6095,6096,15741652,McLean,600,Spain,Male,37,8,177657.35,1,1,1,77142.32,0
6101,6102,15588695,Su,833,Spain,Male,32,6,0.0,1,1,1,44323.22,1
6102,6103,15665802,Li Fonti,642,Spain,Female,36,6,0.0,2,1,1,97938.59,0
6113,6114,15585867,Rutledge,596,Spain,Male,36,2,0.0,2,0,1,125557.95,0
6117,6118,15674928,Mullah,850,Spain,Male,37,2,0.0,2,1,0,119969.99,0
6123,6124,15714493,Francis,465,Spain,Female,33,6,0.0,2,1,1,95500.98,0
6124,6125,15643359,Carter,736,Spain,Male,32,7,0.0,1,0,1,79082.62,0
6134,6135,15769781,Nucci,699,Spain,Female,25,8,0.0,2,1,1,52404.47,0
6135,6136,15624611,Marsden,497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0
6136,6137,15773071,Serena,780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0
6144,6145,15617320,Palermo,693,Spain,Female,46,3,151709.33,1,1,0,180736.24,0
6145,6146,15653065,Nwabugwu,530,Spain,Female,22,7,0.0,2,1,0,104170.48,0
6146,6147,15649112,Endrizzi,738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0
6149,6150,15670066,Ibezimako,643,Spain,Male,34,6,0.0,2,1,1,116046.22,0
6151,6152,15761525,Shaw,727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0
6156,6157,15637235,Knight,794,Spain,Male,33,8,0.0,2,0,0,91340.02,0
6165,6166,15801942,Chu,619,Spain,Female,41,8,0.0,3,1,1,79866.73,1
6167,6168,15810167,Scott,657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0
6171,6172,15673837,Ko,617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0
6175,6176,15587584,Nebeuwa,503,Spain,Male,31,4,0.0,2,1,1,21645.06,0
6180,6181,15734892,Fennell,579,Spain,Male,37,4,0.0,2,1,1,32246.63,0
6184,6185,15664339,Yu,775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1
6190,6191,15613923,Reed,581,Spain,Female,43,4,170172.9,1,0,1,100236.02,0
6199,6200,15750755,Yobachi,449,Spain,Female,33,8,0.0,2,0,0,156792.89,0
6202,6203,15684995,Chamberlain,690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0
6203,6204,15790763,Trujillo,599,Spain,Female,49,2,0.0,2,1,0,111190.53,0
6206,6207,15776124,Mann,802,Spain,Male,51,7,0.0,1,0,1,40855.79,0
6210,6211,15592197,Simmons,522,Spain,Male,30,3,0.0,2,1,0,145490.85,0
6212,6213,15638231,Chung,730,Spain,Female,62,2,0.0,2,1,1,162889.1,0
6215,6216,15597610,Stevens,553,Spain,Male,41,6,144974.55,1,1,1,19344.92,0
6218,6219,15667462,Duncan,707,Spain,Male,43,10,0.0,2,1,0,118368.2,0
6219,6220,15662574,Brady,636,Spain,Male,37,1,115137.26,1,1,0,52484.01,0
6235,6236,15691457,Boyle,674,Spain,Male,36,2,0.0,2,1,1,182787.17,0
6244,6245,15725302,Streeton,670,Spain,Female,20,4,0.0,2,1,0,119759.24,0
6245,6246,15722083,Ch'ang,591,Spain,Male,39,8,0.0,2,0,0,42392.24,0
6261,6262,15595162,Cattaneo,708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0
6266,6267,15590097,Ch'eng,537,Spain,Female,33,7,136082.0,1,1,0,62746.54,0
6269,6270,15734626,Gibson,652,Spain,Female,36,1,0.0,2,1,1,19302.78,0
6270,6271,15702806,Martin,696,Spain,Male,24,9,0.0,1,0,0,10883.52,0
6273,6274,15576935,Ampt,743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1
6275,6276,15814940,Lawrence,642,Spain,Female,33,9,0.0,2,1,1,150475.14,0
6277,6278,15697391,Argyle,604,Spain,Female,34,3,0.0,2,1,0,38587.7,0
6279,6280,15608338,Chiemenam,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1
6287,6288,15668289,McWilliams,690,Spain,Male,32,2,76087.98,1,0,1,151822.66,0
6289,6290,15773276,Townsend,633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1
6291,6292,15779886,Munson,563,Spain,Male,24,7,0.0,2,0,0,16319.56,0
6295,6296,15621550,Hung,535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1
6302,6303,15684592,Lamb,557,Spain,Male,42,4,0.0,2,0,1,86642.38,0
6310,6311,15641595,Jonathan,685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0
6315,6316,15687421,Highland,559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1
6320,6321,15673599,Williamson,618,Spain,Male,32,5,133476.09,1,0,1,154843.4,0
6324,6325,15746012,Chibugo,729,Spain,Female,28,0,0.0,2,1,1,31165.06,1
6327,6328,15793856,Abdulov,667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0
6328,6329,15629545,Buckley,790,Spain,Female,41,7,109508.68,1,0,0,86776.38,0
6334,6335,15611329,Findlay,608,Spain,Female,35,6,0.0,2,1,1,143463.28,0
6337,6338,15618243,Buckland,730,Spain,Female,43,1,103960.38,1,1,1,193650.16,0
6340,6341,15659064,Salas,790,Spain,Male,37,8,0.0,2,1,1,149418.41,0
6343,6344,15793455,Tien,627,Spain,Female,55,6,0.0,1,0,0,91943.94,1
6348,6349,15707505,Taylor,699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0
6354,6355,15566312,Jolly,660,Spain,Female,42,5,0.0,3,1,1,189016.24,1
6355,6356,15570414,Chizoba,618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0
6362,6363,15814750,Ricci,629,Spain,Male,34,8,0.0,2,1,1,180595.02,0
6363,6364,15593454,Lambert,678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0
6364,6365,15663421,Esposito,527,Spain,Male,28,6,128396.33,2,1,0,79919.97,0
6365,6366,15576196,Benson,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1
6368,6369,15693764,Mai,663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1
6375,6376,15708534,Afamefuna,524,Spain,Female,64,5,0.0,1,1,0,136079.64,1
6381,6382,15714046,Trevisano,720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0
6386,6387,15584090,Jen,621,Spain,Female,40,7,0.0,2,0,1,131283.6,1
6390,6391,15588406,Chiemenam,574,Spain,Female,37,7,0.0,2,1,0,32262.28,0
6392,6393,15701352,Fanucci,611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0
6397,6398,15675888,Austin,550,Spain,Female,33,9,72788.03,1,1,1,103608.06,0
6398,6399,15591822,Mackenzie,593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0
6400,6401,15585907,Collier,676,Spain,Female,30,5,0.0,2,0,0,179066.58,0
6404,6405,15745399,Marino,649,Spain,Female,49,2,0.0,1,1,0,84863.85,1
6405,6406,15760749,Vinogradov,509,Spain,Male,41,7,126683.8,1,0,1,114775.53,0
6408,6409,15738497,Chukwujamuike,729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0
6410,6411,15762351,Chao,689,Spain,Female,63,1,0.0,2,1,1,186526.12,0
6417,6418,15695103,Carr,790,Spain,Male,37,6,0.0,2,1,1,119484.01,0
6418,6419,15801924,Browne,754,Spain,Female,27,8,0.0,2,0,0,121821.16,0
6423,6424,15600720,Moore,652,Spain,Male,41,8,115144.68,1,1,0,188905.43,0
6426,6427,15749123,Sokolova,743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0
6429,6430,15623102,Nnaemeka,713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0
6430,6431,15728012,Everett,678,Spain,Female,40,3,128398.38,1,1,0,168658.3,0
6431,6432,15683363,Goddard,540,Spain,Male,39,1,0.0,1,0,1,108419.41,0
6433,6434,15574369,Bianchi,415,Spain,Male,53,5,167259.44,1,1,1,22357.25,0
6439,6440,15583371,Artemiev,632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1
6446,6447,15596011,Artyomova,529,Spain,Male,34,9,0.0,1,1,1,93208.22,0
6447,6448,15614834,Long,619,Spain,Female,31,3,141751.82,1,0,1,61531.86,0
6448,6449,15600510,Hsueh,680,Spain,Female,37,6,124140.57,2,1,0,92826.35,0
6451,6452,15722583,Benjamin,636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0
6452,6453,15677243,Wan,538,Spain,Male,43,5,0.0,2,1,0,126933.73,0
6454,6455,15705899,Craig,597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0
6457,6458,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0
6465,6466,15606855,Wang,730,Spain,Male,26,6,0.0,2,1,1,185808.7,0
6479,6480,15704160,Wan,648,Spain,Male,49,5,0.0,1,1,0,149946.43,1
6484,6485,15668629,Saunders,719,Spain,Male,44,2,0.0,2,1,0,196582.19,0
6506,6507,15702095,Clarke,585,Spain,Female,56,1,128472.8,1,1,0,186476.91,1
6510,6511,15643916,Munro,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1
6513,6514,15609254,Fernandez,513,Spain,Female,41,9,107135.04,2,1,1,160546.58,0
6514,6515,15625141,Porter,563,Spain,Male,26,7,0.0,2,0,0,6139.74,0
6516,6517,15775797,Esposito,607,Spain,Female,32,7,0.0,3,0,1,10674.62,0
6518,6519,15795275,Lamb,521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1
6523,6524,15806249,Kerr,671,Spain,Female,31,4,0.0,2,0,1,79270.02,0
6528,6529,15696506,MacDonald,604,Spain,Male,27,9,101352.78,1,0,0,30252.3,0
6529,6530,15728823,Sharwood,836,Spain,Female,37,10,0.0,2,1,0,111324.41,0
6534,6535,15590078,Burns,622,Spain,Male,27,9,139834.93,1,1,1,152733.89,0
6537,6538,15782364,Bevan,521,Spain,Female,39,3,146408.68,1,0,0,72993.67,0
6541,6542,15685564,Nnamutaezinwa,748,Spain,Male,35,5,105492.53,1,1,1,150057.2,0
6545,6546,15572735,Chang,433,Spain,Male,27,2,0.0,2,1,1,153698.65,0
6551,6552,15651740,Napolitani,525,Spain,Female,30,5,0.0,2,0,1,149195.44,0
6557,6558,15707242,Ibeamaka,504,Spain,Male,40,5,0.0,2,0,0,146703.36,0
6567,6568,15593425,Bracewell,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1
6570,6571,15790958,Sanders,685,Spain,Male,38,4,0.0,2,1,1,35884.91,0
6582,6583,15785975,Mason,525,Spain,Female,60,7,0.0,2,0,1,168034.9,0
6588,6589,15693817,Ferrari,539,Spain,Male,28,5,0.0,2,1,0,48382.4,0
6590,6591,15674868,Wei,696,Spain,Female,30,0,0.0,2,1,1,9002.8,0
6595,6596,15734948,Igwebuike,601,Spain,Male,24,7,0.0,2,0,0,144660.42,0
6598,6599,15677141,Turnbull,586,Spain,Male,29,2,132450.24,1,1,1,36176.63,0
6605,6606,15645029,Knowles,771,Spain,Female,33,5,0.0,2,1,0,8673.43,0
6611,6612,15715199,Estrada,568,Spain,Male,27,5,126815.97,2,0,1,118648.12,0
6616,6617,15744046,Andrejew,606,Spain,Male,33,8,0.0,2,1,1,63176.77,0
6625,6626,15610912,Ferri,657,Spain,Female,41,6,112119.48,1,1,0,17536.82,0
6628,6629,15584967,Chiganu,596,Spain,Male,57,6,0.0,2,1,1,72402.0,0
6632,6633,15779915,O'Loghlin,694,Spain,Male,31,5,0.0,1,1,0,35593.18,0
6633,6634,15729110,Lavrov,729,Spain,Female,42,7,0.0,2,1,0,58268.2,1
6641,6642,15591942,Zito,611,Spain,Female,33,7,0.0,2,1,1,3729.89,0
6643,6644,15762123,Davide,717,Spain,Female,34,1,0.0,2,1,0,119313.74,0
6646,6647,15662021,Lucciano,685,Spain,Female,42,2,0.0,2,0,0,199992.48,0
6649,6650,15635277,Coates,605,Spain,Male,47,7,142643.54,1,1,0,189310.27,0
6657,6658,15780056,Reid,660,Spain,Male,33,4,0.0,1,1,0,29664.45,0
6665,6666,15599024,Hope,506,Spain,Male,32,8,0.0,2,0,1,182692.8,0
6666,6667,15798709,Gill,588,Spain,Male,32,3,109109.33,1,0,1,4993.94,0
6667,6668,15741921,Moon,622,Spain,Female,26,8,0.0,2,1,1,124964.82,0
6670,6671,15667932,Bellucci,758,Spain,Female,43,10,0.0,2,1,1,55313.44,0
6672,6673,15660403,Fleming,827,Spain,Female,35,0,0.0,2,0,1,184514.01,0
6675,6676,15724663,Christmas,654,Spain,Female,36,5,0.0,2,0,0,157238.05,0
6676,6677,15594556,Chuter,619,Spain,Male,52,8,0.0,2,1,1,123242.11,0
6677,6678,15737169,Johnson,642,Spain,Male,26,8,144238.7,1,1,1,184399.76,0
6678,6679,15632472,Scott,472,Spain,Female,32,1,159397.75,1,0,1,57323.18,0
6679,6680,15722813,Byrne,470,Spain,Male,30,4,125385.01,1,1,0,68293.93,0
6682,6683,15680683,Simmons,640,Spain,Male,29,5,197200.04,2,1,0,141453.62,0
6683,6684,15710316,Fang,454,Spain,Female,48,5,144837.79,1,1,1,93151.77,0
6686,6687,15641285,Yusupova,621,Spain,Male,50,3,163085.79,1,0,1,131048.36,0
6689,6690,15614923,Nielson,630,Spain,Male,41,7,107511.52,1,0,1,46156.87,0
6691,6692,15651389,Kay,561,Spain,Male,24,8,143656.55,1,0,1,180932.46,0
6700,6701,15681115,Iroawuchi,787,Spain,Male,39,10,108935.39,1,1,1,101168.3,0
6715,6716,15763111,Niu,808,Spain,Female,67,10,124577.15,1,0,1,169894.4,0
6716,6717,15805676,Hsu,515,Spain,Male,29,4,151012.55,2,1,0,9770.97,0
6717,6718,15586674,Shaw,663,Spain,Female,58,5,216109.88,1,0,1,74176.71,1
6726,6727,15633213,Rizzo,628,Spain,Male,50,8,0.0,1,0,0,144366.83,1
6730,6731,15628697,Tung,631,Spain,Male,46,9,160736.63,1,0,1,93503.02,0
6737,6738,15706223,Barnes,715,Spain,Male,38,2,96798.79,2,1,1,4554.67,0
6741,6742,15730810,Storey,613,Spain,Male,44,9,100524.69,1,1,1,47298.95,0
6745,6746,15786454,Moore,552,Spain,Male,55,3,0.0,1,1,1,40333.94,0
6746,6747,15768682,Amies,640,Spain,Male,39,3,0.0,1,1,1,105997.25,0
6749,6750,15653404,Aliyev,684,Spain,Female,24,9,79263.9,1,0,1,196574.48,0
6752,6753,15605424,Oluchukwu,624,Spain,Male,38,7,123906.55,1,1,0,135096.78,0
6753,6754,15568449,Fu,661,Spain,Male,38,7,143006.7,1,1,1,15650.89,0
6754,6755,15688085,Warner,627,Spain,Female,28,3,157597.61,1,0,1,34097.22,0
6755,6756,15683483,Fleming,812,Spain,Male,38,3,127117.8,2,1,1,174822.74,0
6757,6758,15766667,Langler,717,Spain,Male,36,2,102989.83,2,0,1,49185.57,0
6758,6759,15624975,Angelo,693,Spain,Male,28,1,145118.83,1,0,1,77742.38,0
6767,6768,15654964,Piccio,608,Spain,Male,48,7,75801.74,1,1,0,125762.95,0
6768,6769,15594039,Lung,599,Spain,Male,42,6,0.0,2,1,0,113868.4,0
6776,6777,15800583,Chukwuemeka,621,Spain,Female,43,8,0.0,1,0,0,102806.6,0
6785,6786,15640266,Windsor,621,Spain,Male,41,5,104631.67,1,1,1,95551.22,0
6790,6791,15599074,Ma,487,Spain,Female,40,6,136093.74,1,0,1,193408.43,0
6792,6793,15776096,Halpern,606,Spain,Male,34,3,161572.24,1,0,1,191076.22,0
6795,6796,15713347,Reynolds,577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0
6801,6802,15776947,Ugorji,637,Spain,Male,43,8,0.0,1,1,0,12156.93,1
6815,6816,15795571,Patterson,606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0
6819,6820,15787602,Carter,568,Spain,Male,39,5,0.0,2,1,1,129569.92,0
6823,6824,15708265,Chibugo,581,Spain,Female,24,10,159203.71,1,1,1,102517.83,1
6825,6826,15615477,Ignatyeva,529,Spain,Female,44,1,0.0,2,0,0,14161.3,0
6836,6837,15591344,Donnelly,715,Spain,Male,42,6,0.0,2,1,1,128745.69,0
6846,6847,15809309,Longo,689,Spain,Female,40,5,154251.67,1,0,1,118319.5,0
6854,6855,15754574,Tomlinson,738,Spain,Male,36,5,0.0,2,1,1,96881.32,0
6861,6862,15665524,Savage,605,Spain,Male,41,5,103154.66,1,0,0,143203.78,0
6863,6864,15765732,Simmons,564,Spain,Female,24,6,149592.14,1,1,1,153771.8,0
6866,6867,15664506,Goodwin,675,Spain,Male,32,8,197436.82,1,1,1,52710.7,0
6867,6868,15575619,Teakle,656,Spain,Female,32,1,104254.27,1,1,1,17034.37,0
6869,6870,15654457,Cross,685,Spain,Female,30,2,0.0,3,1,1,172576.43,1
6877,6878,15695148,Ibeabuchi,614,Spain,Female,37,9,0.0,2,1,1,62023.1,0
6881,6882,15565878,Bates,631,Spain,Male,29,3,0.0,2,1,1,197963.46,0
6894,6895,15707441,White,690,Spain,Male,26,8,116318.23,1,1,1,83253.05,0
6898,6899,15760924,Doherty,575,Spain,Male,41,2,100062.39,1,0,0,126307.25,0
6900,6901,15806922,Bergamaschi,674,Spain,Female,41,4,126605.14,1,1,1,166694.93,0
6902,6903,15636548,Lung,457,Spain,Male,44,7,0.0,2,0,0,185992.36,0
6906,6907,15627514,Short,688,Spain,Female,46,3,0.0,2,0,1,104902.68,0
6908,6909,15610653,Belov,733,Spain,Female,38,5,0.0,2,1,1,1271.51,0
6909,6910,15667002,Knight,666,Spain,Male,43,5,0.0,2,1,0,29346.1,0
6910,6911,15709199,Burson,511,Spain,Female,40,1,0.0,1,1,1,184118.73,0
6918,6919,15721116,Napolitano,597,Spain,Male,24,0,108058.07,2,1,1,187826.11,0
6921,6922,15625713,Lindeman,679,Spain,Female,39,7,91187.9,1,0,1,6075.36,0
6924,6925,15799924,Sanchez,668,Spain,Male,43,1,147167.25,1,0,0,141679.73,0
6933,6934,15679961,Davidson,708,Spain,Male,46,7,68799.72,1,1,1,39704.14,0
6934,6935,15705458,Parkin,550,Spain,Male,39,2,116120.19,2,1,1,195638.13,0
6943,6944,15603741,MacDonnell,719,Spain,Male,40,4,128389.12,1,1,1,176091.31,0
6947,6948,15809558,Peppin,715,Spain,Male,31,7,0.0,1,1,1,149970.59,0
6948,6949,15803750,Ball,750,Spain,Female,33,3,161801.47,1,0,1,153288.97,1
6950,6951,15667392,L?,652,Spain,Female,38,6,123081.84,2,1,1,188657.97,0
6955,6956,15697042,Genovesi,738,Spain,Male,35,8,127290.61,1,1,0,16081.62,0
6958,6959,15596808,Maclean,679,Spain,Male,33,4,96110.22,1,1,0,1173.23,0
6959,6960,15705403,Seleznyova,617,Spain,Female,46,3,106521.49,1,0,1,86587.37,0
6963,6964,15595447,Tuan,613,Spain,Male,39,8,118201.41,1,1,0,23315.59,0
6965,6966,15656188,Davis,584,Spain,Female,30,5,0.0,2,1,1,185201.58,0
6969,6970,15687413,Sunderland,619,Spain,Female,38,6,0.0,2,1,1,117616.29,0
6975,6976,15644856,Bird,556,Spain,Male,38,2,115463.16,1,1,0,150679.65,0
6976,6977,15785488,Palmer,701,Spain,Female,39,9,0.0,2,1,1,110043.88,0
6977,6978,15711571,Y?,587,Spain,Male,42,5,120233.83,1,1,0,194890.33,0
6986,6987,15702377,Knorr,627,Spain,Male,48,1,132759.8,1,1,0,78899.22,0
6996,6997,15614962,Pavlova,623,Spain,Female,50,2,87116.71,1,1,1,104382.11,0
6998,6999,15640074,Barrett,666,Spain,Female,47,5,0.0,1,0,0,166650.9,1
7012,7013,15803378,Small,850,Spain,Male,44,8,0.0,2,1,1,183617.32,0
7014,7015,15692408,Brown,463,Spain,Female,35,2,0.0,2,1,1,1950.93,0
7016,7017,15790254,Wood,741,Spain,Male,50,1,78737.61,1,1,1,13018.96,0
7017,7018,15767729,Smith,646,Spain,Male,25,5,182876.88,2,1,1,42537.59,1
7025,7026,15711446,Sinclair,569,Spain,Female,51,3,0.0,3,1,0,75084.96,1
7031,7032,15580914,Okechukwu,478,Spain,Male,48,0,83287.05,2,0,1,44147.95,1
7032,7033,15583680,White,615,Spain,Male,41,4,0.0,1,0,1,149278.96,0
7033,7034,15813718,Kirillova,651,Spain,Male,45,4,0.0,2,0,0,193009.21,0
7047,7048,15731586,Lai,785,Spain,Female,31,2,121691.54,2,0,0,81778.72,0
7048,7049,15757467,Feng,563,Spain,Male,57,6,0.0,2,1,1,39297.48,0
7051,7052,15596797,Barnet,643,Spain,Male,43,1,0.0,2,1,1,145764.4,0
7054,7055,15682860,Lo,769,Spain,Male,38,6,0.0,2,0,0,104393.78,0
7065,7066,15568162,Sung,527,Spain,Male,53,8,0.0,1,1,1,51711.57,0
7066,7067,15680643,Lo,729,Spain,Female,42,1,0.0,2,1,1,149535.97,0
7071,7072,15709459,Oluchi,698,Spain,Female,63,5,0.0,1,1,1,173576.71,0
7083,7084,15636767,Yang,665,Spain,Female,32,10,0.0,1,1,1,22487.45,0
7087,7088,15615832,Teague,675,Spain,Female,35,8,155621.08,1,0,1,35177.31,0
7089,7090,15690772,Hughes,635,Spain,Female,48,2,0.0,2,1,1,136551.25,0
7092,7093,15723884,Nekrasova,758,Spain,Male,40,3,0.0,2,0,0,96097.65,0
7096,7097,15787693,Kharlamov,559,Spain,Male,38,3,145874.35,1,1,0,56311.39,1
7097,7098,15664793,Scott,754,Spain,Female,50,7,146777.44,2,0,1,150685.52,0
7100,7101,15668830,Wan,650,Spain,Male,24,8,108881.73,1,1,0,104492.83,0
7101,7102,15796569,Donaldson,831,Spain,Female,44,10,0.0,1,0,1,47729.33,0
7104,7105,15590434,Alexander,577,Spain,Male,41,4,89015.61,1,0,1,135227.23,0
7105,7106,15597536,Nkemjika,576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0
7108,7109,15594812,Campbell,806,Spain,Female,37,2,137794.18,2,0,1,75232.02,0
7110,7111,15681509,McKay,679,Spain,Female,28,9,0.0,2,0,1,61761.77,0
7111,7112,15572390,Huang,850,Spain,Female,39,6,0.0,2,1,0,103921.43,0
7117,7118,15765257,Meng,564,Spain,Male,31,5,121461.87,1,1,1,20432.09,1
7120,7121,15603683,Ofodile,796,Spain,Female,23,3,146584.19,2,0,0,125445.8,0
7122,7123,15815443,Lo,527,Spain,Female,46,10,131414.76,1,1,0,54947.51,0
7128,7129,15690372,Henry,553,Spain,Male,38,1,181110.13,2,1,0,184544.59,0
7129,7130,15781875,Jamieson,850,Spain,Male,33,3,100476.46,2,1,1,136539.13,0
7132,7133,15694666,Thornton,707,Spain,Male,48,8,88441.64,1,1,1,119903.2,1
7135,7136,15788442,Chukwukadibia,681,Spain,Female,57,2,173306.13,1,0,1,131964.66,0
7140,7141,15716082,Chukwubuikem,703,Spain,Male,39,6,152685.4,1,0,0,183656.12,0
7142,7143,15654859,Ngozichukwuka,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1
7147,7148,15712877,Morley,724,Spain,Male,36,1,0.0,2,1,0,52462.25,0
7148,7149,15598802,Martin,770,Spain,Male,30,8,0.0,2,0,1,50839.85,0
7153,7154,15735837,Hsia,574,Spain,Male,36,3,0.0,2,1,1,8559.66,0
7162,7163,15780088,Porter,607,Spain,Male,34,9,132439.99,1,1,0,177747.72,0
7166,7167,15699238,Craig,618,Spain,Female,40,8,0.0,2,1,0,80204.38,0
7173,7174,15636521,Feng,744,Spain,Female,30,1,124037.28,1,1,1,142210.94,0
7183,7184,15740458,Murphy,703,Spain,Male,36,7,135095.47,1,1,0,143859.66,0
7199,7200,15705343,May,649,Spain,Female,32,7,0.0,1,1,0,28797.32,0
7202,7203,15671014,Zhdanova,573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0
7204,7205,15585192,Cremonesi,686,Spain,Male,39,10,136258.06,1,0,0,89199.51,0
7207,7208,15570990,Begley,520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0
7210,7211,15800773,Ikenna,648,Spain,Female,28,9,102282.61,1,1,1,157891.11,0
7220,7221,15706637,Chang,718,Spain,Male,40,9,0.0,2,0,0,121537.91,0
7222,7223,15694237,McEwan,744,Spain,Male,39,4,95161.75,1,1,0,19409.77,0
7224,7225,15609823,Chieloka,751,Spain,Female,34,8,127095.14,2,0,0,479.54,0
7227,7228,15566495,Hanson,704,Spain,Female,24,2,0.0,1,1,0,35600.25,1
7234,7235,15624595,Chiang,512,Spain,Female,35,5,124580.69,1,1,1,18785.48,0
7236,7237,15651460,Hsieh,424,Spain,Male,34,7,0.0,1,1,1,16250.61,0
7238,7239,15594133,Erskine,697,Spain,Male,62,7,0.0,1,1,0,129188.18,1
7242,7243,15701687,Campbell,664,Spain,Male,44,7,77526.66,3,0,0,57338.56,1
7248,7249,15736510,Loggia,605,Spain,Female,57,2,0.0,3,1,0,66652.75,1
7250,7251,15631451,Grant,604,Spain,Female,28,6,0.0,2,1,1,69056.26,0
7253,7254,15734649,Martel,779,Spain,Female,55,0,133295.98,1,1,0,22832.71,1
7259,7260,15718921,Ho,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0
7262,7263,15579583,Hall,641,Spain,Female,40,4,101090.27,1,1,1,51703.09,0
7264,7265,15662189,Durant,434,Spain,Male,33,3,0.0,1,1,1,2739.71,0
7266,7267,15762716,Chigozie,762,Spain,Female,60,10,168920.75,1,1,0,31445.03,1
7273,7274,15671582,John,660,Spain,Male,38,6,109869.32,1,1,1,154641.91,0
7282,7283,15567860,Burrows,581,Spain,Female,44,7,189318.16,2,1,0,45026.23,1
7284,7285,15706464,White,667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0
7287,7288,15633944,McKay,644,Spain,Male,32,3,136659.74,1,1,1,14187.78,0
7289,7290,15680895,Sal,627,Spain,Female,35,7,0.0,1,1,0,187718.26,0
7291,7292,15611318,Kruglova,599,Spain,Male,33,4,51690.89,1,1,0,111622.76,1
7292,7293,15768474,Clements,744,Spain,Male,34,3,0.0,2,1,0,27244.35,0
7308,7309,15618703,White,663,Spain,Female,53,6,150200.23,1,0,1,151317.27,1
7309,7310,15793317,Hale,547,Spain,Female,22,7,141287.15,1,1,0,118142.79,0
7318,7319,15771856,Cremin,632,Spain,Female,32,1,0.0,2,1,0,19525.65,0
7323,7324,15750476,Hendrick,742,Spain,Male,24,8,0.0,2,1,0,4070.28,0
7325,7326,15787229,Samsonova,761,Spain,Female,34,2,0.0,2,1,0,61251.25,0
7327,7328,15617065,Pan,650,Spain,Male,42,4,194532.66,1,1,0,171045.31,1
7331,7332,15773869,Onwudiwe,797,Spain,Male,59,4,129321.44,1,1,1,93624.55,0
7333,7334,15795527,Zetticci,699,Spain,Male,43,2,136487.86,2,1,0,82815.93,0
7339,7340,15670646,Moore,499,Spain,Female,42,0,147187.84,1,1,1,14868.94,1
7341,7342,15815095,Burfitt,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1
7347,7348,15811742,Jen,553,Spain,Male,42,7,0.0,2,1,0,7680.23,0
7348,7349,15813363,Woods,448,Spain,Male,25,2,0.0,2,0,0,95215.73,0
